dataset,mode,scheduler,scheduler_ablation,split_protocol,noise_multiplier,dp_enabled,rounds,arch_name,n_clients,seeds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,loss_mean,loss_std,num_samples_mean,num_samples_std,unique_labels_mean,unique_labels_std
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,wide_cnn,9,"42,43,44",0.37204861111111115,0.23830102946139597,0.26800115447905326,0.23051251205924117,2.0834257894092136,0.5151084324460602,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.6005208333333334,0.11571734066114508,0.49276936385366654,0.13567875637474264,1.7620725433031719,0.479363452746933,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5346354166666667,0.10733552400552981,0.4166302929321925,0.10409837674740206,1.8262826124827067,0.104744979446129,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6208333333333333,0.1379596955786967,0.52520785232385,0.1669307693873334,1.577864984671275,0.3448866928993077,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.3489583333333333,0.20444731853141898,0.2472233379052745,0.19946478992407932,2.1164876964357164,0.5118945989065,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,small_cnn,9,"42,43,44",0.6001736111111111,0.11422677715371125,0.4953814182016585,0.13707906769809836,1.7388402779897054,0.521718555575609,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5421875,0.11680144744394225,0.42512283225854236,0.11751704076014452,1.8274139642715455,0.11911389887970447,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.5739583333333333,0.08891526572623322,0.4719744672377904,0.09747048092887046,1.6245877464612324,0.2737837950687045,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.35625,0.21247271194276338,0.2584309284057882,0.21150239008614544,2.1348843336105348,0.496574951295452,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,small_cnn,9,"42,43,44",0.6020833333333333,0.1109209934902992,0.49037720925278133,0.14253963123329705,1.756743394003974,0.5416555301876174,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,43,44",0.5510416666666667,0.10552911081387288,0.43350758651892346,0.10570504169762383,1.7982579628626505,0.1292010640903417,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,43,44",0.5627604166666667,0.08592566206344684,0.4704786191383998,0.09552459207440456,1.6111006697018941,0.281504811574519,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,wide_cnn,9,"42,43,44",0.3659722222222222,0.2444298633889064,0.2602263213031822,0.2384333351584977,2.0552201747894285,0.5579534114031155,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
