dataset,mode,scheduler,scheduler_ablation,split_protocol,noise_multiplier,dp_enabled,rounds,arch_name,n_clients,seeds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,loss_mean,loss_std,num_samples_mean,num_samples_std,unique_labels_mean,unique_labels_std
mnist,FedProto-style,mobile,,fixed,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.6270833333333333,0.14362469062738656,0.528709352016449,0.1839944531782476,1.5641765766673617,0.6216877840982901,6483.333333333333,1433.578477098481,7.666666666666667,2.179449471770337
mnist,FedProto-style,mobile,,fixed,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.44895833333333335,0.15276957048662101,0.3229056919614474,0.14058599010881123,1.808110531171163,0.150089073616943,4110.5,961.2530884215665,10.0,0.0
mnist,FedProto-style,mobile,,fixed,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6307291666666667,0.2822511117855281,0.5542657130087415,0.2958454367957147,1.3960233767827352,0.6327921207285975,7588.5,1370.9495614354307,9.5,0.5477225575051661
mnist,FedProto-style,mobile,,fixed,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.28385416666666663,0.22857003892748606,0.18586947355005476,0.2028501918599972,2.1144294579823812,0.24194490674932206,5717.333333333333,3102.6844425432632,8.0,1.5
mnist,FedProto-style,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5463541666666667,0.1306720907940942,0.43211619721518624,0.14321471870134198,1.8132133457395765,0.36843545953874374,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,FedProto-style,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5263020833333334,0.11061977683055442,0.4126125027736028,0.1043606970697609,1.7712738275527955,0.12602823984186096,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,FedProto-style,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6442708333333333,0.09049919428738948,0.5533643861611685,0.11468167996776318,1.4839430928230286,0.24450912214115167,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,FedProto-style,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.34774305555555557,0.2257786968809896,0.24344705334968036,0.22027665721239872,2.062602975633409,0.4829304148386079,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Histogram-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5833333333333334,0.12576669170407362,0.4776003195179833,0.15310151954805545,1.7353930711746215,0.6183171203309141,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Histogram-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5377604166666667,0.11973039646865649,0.43229901790618896,0.11353474644279725,1.8885407010714212,0.09954232602309243,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Histogram-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.48958333333333337,0.21057182810543928,0.3850271897390485,0.20127102939587066,1.716658560434977,0.33489106466216306,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Histogram-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.3637152777777778,0.234102416721308,0.26341651090317303,0.22794512266621794,2.0890896413061353,0.6311900736856446,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Histogram-only,random,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5916666666666667,0.10405006494772122,0.4791772663593292,0.1381751818494363,1.750931853718228,0.5428161953776757,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Histogram-only,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5221354166666666,0.07727295792217137,0.40216287473837536,0.06930163926199687,1.8248843471209208,0.10053706268730159,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Histogram-only,random,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6502604166666667,0.11942823038771723,0.564289594690005,0.13938196221786536,1.4418735057115555,0.4826274487132297,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Histogram-only,random,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.5104166666666666,0.09256411418241413,0.38554884990056354,0.11361149761933877,2.012676597966088,0.5198697518607115,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Local-only,mobile,,independent,0.0,false,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5930555555555556,0.10905676670301241,0.48018638292948407,0.13755794117853887,1.743638629383511,0.5365074889629723,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Local-only,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5388020833333333,0.12210881684400052,0.4277238001426061,0.11850726683183391,1.8243774771690369,0.08169149127752239,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Local-only,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,42,43,43,44,44",0.6341145833333334,0.0959604851672899,0.5413829882939657,0.1282345169657342,1.5080316225687662,0.28573549302770895,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Local-only,mobile,,independent,0.0,false,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.3623263888888889,0.24360152284298964,0.2600878630247381,0.2380940556253759,2.0663110309176975,0.5995209792897271,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Mean-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5802083333333333,0.1170911061884612,0.46860014895598096,0.14445872054208625,1.7760737154218886,0.5014346056270569,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Mean-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5502604166666667,0.09874909348212604,0.4385550369819005,0.10072254699971349,1.8389363924662272,0.16097646159412526,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Mean-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.5625,0.18917481168221104,0.48805028200149536,0.19630897985334475,1.6260839442412058,0.3774244419696263,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Mean-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.37135416666666665,0.23748843516250953,0.268332342720694,0.23126752140085619,2.077963888645172,0.5852798806714274,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Mean-only,random,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5888888888888889,0.1179492027587453,0.47909917102919686,0.1410056982294763,1.8015490757094488,0.6613811290358618,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Mean-only,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5247395833333334,0.07058223723814416,0.39822645485401154,0.07309434147427295,1.820662538210551,0.1398531286536896,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Mean-only,random,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6369791666666667,0.14033187041497974,0.552769218881925,0.1663452086918114,1.4054155508677164,0.4893253135835388,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Mean-only,random,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.49322916666666666,0.11984232398108566,0.36995377474360996,0.15020466826345855,1.8971586187680562,0.4564472216396934,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5805555555555556,0.11035307966631598,0.4725944995880127,0.1465694687370114,1.7379485699865553,0.47237534614424775,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.55234375,0.07681241100483047,0.43010543783505756,0.07870212658886365,1.7617244402567547,0.1265799558990629,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6169270833333333,0.06034096370660375,0.5144680837790171,0.06258565967477353,1.6139233072598775,0.2112530182674255,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.3494791666666667,0.2309806285844118,0.2497026195956601,0.22636680179183297,2.0006599267323812,0.4863736259990786,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5784722222222223,0.10883173612597773,0.4710808876487944,0.1432279800871715,1.7466937634680006,0.5074269728364411,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5265625,0.13764906692382625,0.4112949917713801,0.1430139597617657,1.83174303372701,0.22036475873277983,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.5997395833333333,0.0631251289190103,0.5105662693579992,0.07626128916767959,1.6888132055600484,0.23468562009337804,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.35555555555555557,0.23718126112604315,0.255216592301925,0.23191618173880515,2.0262796348995633,0.5038562022979819,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,random,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5817708333333333,0.11314916868894795,0.4622945752408769,0.1406008701947447,1.726980804072486,0.4881747136575915,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5223958333333333,0.06394170522176168,0.3950757185618083,0.06511159067579941,1.7804904580116272,0.06712103873619767,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,random,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.64921875,0.12609191061235847,0.5725987950960795,0.14595419773753163,1.5169999281565347,0.522082242894144,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,random,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.5076388888888889,0.10800889167760037,0.3787628213564555,0.13485348475760583,1.8748623927434285,0.3743297239442501,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5755208333333334,0.09683719020216355,0.4618419607480367,0.13462297100321952,1.7537471506330702,0.41563032783243914,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5119791666666667,0.0887173502149758,0.39047108590602875,0.07529906134600797,1.8003908236821493,0.0774277026158196,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6583333333333333,0.11674151245022767,0.5771184861660004,0.13693527872422784,1.4296898424625397,0.43309168566471296,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.4939236111111111,0.11106244186908376,0.36856388052304584,0.13412549587116718,1.930406427383423,0.3900476010212013,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5987847222222222,0.12139774789692125,0.492010364929835,0.15036708006932356,1.7592397663328383,0.5517500941246345,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5325520833333334,0.11611978874654254,0.41849621882041294,0.11108576671105054,1.910493544737498,0.12546909806069484,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,42,43,43,44,44",0.61953125,0.05336114793906705,0.522746408979098,0.06435933368618194,1.5071547150611877,0.2628879506397532,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.37204861111111115,0.23830102946139597,0.26800115447905326,0.23051251205924117,2.0834257894092136,0.5151084324460602,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.6005208333333334,0.11571734066114508,0.49276936385366654,0.13567875637474264,1.7620725433031719,0.479363452746933,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5346354166666667,0.10733552400552981,0.4166302929321925,0.10409837674740206,1.8262826124827067,0.104744979446129,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.6208333333333333,0.1379596955786967,0.52520785232385,0.1669307693873334,1.577864984671275,0.3448866928993077,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.3489583333333333,0.20444731853141898,0.2472233379052745,0.19946478992407932,2.1164876964357164,0.5118945989065,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.6001736111111111,0.11422677715371125,0.4953814182016585,0.13707906769809836,1.7388402779897054,0.521718555575609,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5421875,0.11680144744394225,0.42512283225854236,0.11751704076014452,1.8274139642715455,0.11911389887970447,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.5739583333333333,0.08891526572623322,0.4719744672377904,0.09747048092887046,1.6245877464612324,0.2737837950687045,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only,mobile,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.35625,0.21247271194276338,0.2584309284057882,0.21150239008614544,2.1348843336105348,0.496574951295452,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.6020833333333333,0.1109209934902992,0.49037720925278133,0.14253963123329705,1.756743394003974,0.5416555301876174,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5510416666666667,0.10552911081387288,0.43350758651892346,0.10570504169762383,1.7982579628626505,0.1292010640903417,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,42,43,43,44,44",0.5627604166666667,0.08592566206344684,0.4704786191383998,0.09552459207440456,1.6111006697018941,0.281504811574519,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Stats-only-no-noise,mobile,,independent,0.0,false,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.3659722222222222,0.2444298633889064,0.2602263213031822,0.2384333351584977,2.0552201747894285,0.5579534114031155,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
